topic_1,topic_2,count
tei,19th-century,12
tei,narrative,16
tei,css,16
tei,html,16
tei,tutorial,6
tei,textual-scholarship,6
tei,diva,8
tei,iip,8
tei,emacs,9
tei,markup,9
tei,tagger,9
tei,humanidades-digitales,8
tei,variante-de-autor,8
tei,xml-tei,8
tei,xslx,8
tei,latin,6
tei,mayan-language,4
tei,tei-publisher,4
tei,science,16
tei,argentina,12
tei,cuba,12
tei,genre,12
tei,linguistic-annotation,12
tei,mexico,12
tei,novels,12
tei,text-corpus,12
tei,xpath,16
tei,latex,6
tei,digital-editing,6
tei,how-to,6
tei,scholarly-editing,6
tei,codifica-di-testi,16
tei,dtd,16
tei,esercizi,16
tei,html-css-javascript,16
tei,jquery-plugin,16
tei,maphilight,16
tei,text-encoding,16
tei,papyri,6
tei,xproc,6
tei,phonetics,17
tei,converter,17
tei,grammar,17
tei,international-phonetic-alphabet,17
tei,ipa,17
tei,kiel,17
tei,kiel-corpus,17
tei,prolab,17
tei,sablecc,17
tei,tei-files,17
tei,tei-files,13
tei,xsampa,17
tei,hagiography,6
tei,essay,16
tei,fable,16
tei,fairy-tale,16
tei,libretro,16
tei,lyric,16
tei,novel,16
tei,prose,16
tei,saga,16
tei,annotation-processor,7
tei,clojure,7
tei,lod,7
tei,eaf,13
tei,elan,13
tei,exb,13
tei,exmaralda,13
tei,praat,13
tei,saxon,13
tei,stylesheets,13
transgender,undergraduate,18
transgender,undergraduate-education,18
transgender,undergraduate-students,18
transgender,xml,18
undergraduate,undergraduate-education,18
undergraduate,undergraduate-students,18
undergraduate,xml,18
undergraduate-education,undergraduate-students,18
undergraduate-education,xml,18
undergraduate-students,xml,18
xml,art-history,6
xml,exist-db,8
xml,exist-db,6
xml,xquery,8
xml,xquery,13
xml,xquery,6
xml,xquery,12
xml,xquery,6
xml,xslt,8
xml,xslt,13
xml,xslt,13
xml,xslt,12
xml,xslt,16
xml,xslt,6
xml,xslt,7
xml,xslt,13
xml,translation,6
xml,corpus,8
xml,corpus,10
xml,corpus,6
xml,corpus,6
xml,corpus,10
xml,corpus,16
xml,french,8
xml,portuguese,8
xml,spanish,8
xml,spanish,12
xml,text-collection,8
xml,text-collection,10
xml,text-collection,10
xml,alto,12
xml,alto-xml,12
xml,basex,12
xml,digital-libraries,12
xml,digital-library,12
xml,metadata,12
xml,metadata,16
xml,mets-xml,12
xml,ocr,12
xml,perl-script,12
xml,rdf,7
xml,transcription,6
xml,drama,6
xml,drama,6
xml,drama,16
xml,dramatic-texts,6
xml,dramatic-texts,6
xml,ancient-texts,11
xml,epigraphy,11
xml,epigraphy,12
xml,cidoc-crm,11
xml,rdfa,10
xml,rdfa,10
xml,sonnet,10
xml,sonnet,10
xml,manuscripts,4
xml,19th-century,12
xml,newspapers,13
xml,narrative,16
xml,css,13
xml,css,13
xml,css,16
xml,html,13
xml,html,13
xml,html,16
xml,html,18
xml,diva,8
xml,iip,8
xml,banksy,13
xml,gallery,13
xml,graffiti,13
xml,kml,13
xml,street-art,13
xml,twitter,7
xml,humanidades-digitales,8
xml,variante-de-autor,8
xml,xml-tei,8
xml,xml-tei,5
xml,xml-tei,8
xml,xslx,8
xml,eac-cpf,5
xml,ancient-latin,11
xml,biblatex,11
xml,epidoc,11
xml,epidoc,12
xml,geojson,11
xml,latin,11
xml,latin,6
xml,chicago,13
xml,chicago-times,13
xml,nell-nelson,13
xml,newspaper,13
xml,restoration,13
xml,series,13
xml,medieval-manuscripts,6
xml,bibliotheca-hertziana,6
xml,max-planck-institute,6
xml,photography,6
xml,tei-publisher,5
xml,science,16
xml,blog,6
xml,greek,6
xml,learning,12
xml,learning-resources,12
xml,argentina,12
xml,cuba,12
xml,genre,12
xml,linguistic-annotation,12
xml,mexico,12
xml,novels,12
xml,text-corpus,12
xml,beautifulsoup,18
xml,beautifulsoup4,18
xml,epidoc-xml-markup,12
xml,tei-markup,12
xml,xpath,12
xml,xpath,16
xml,regular-expression,18
xml,philology,8
xml,digital-editing,18
xml,codifica-di-testi,16
xml,dtd,16
xml,esercizi,16
xml,html-css-javascript,16
xml,jquery-plugin,16
xml,maphilight,16
xml,text-encoding,16
xml,digital-publishing,18
xml,epub,18
xml,epub3,18
xml,regular-expressions,18
xml,scripts,18
xml,texts,18
xml,word,18
xml,data-mining-python,7
xml,pandas-dataframe,7
xml,twitter-api-v2,7
xml,tei-files,13
xml,digital-philology,8
xml,essay,16
xml,fable,16
xml,fairy-tale,16
xml,libretro,16
xml,lyric,16
xml,novel,16
xml,prose,16
xml,saga,16
xml,annotation-processor,7
xml,clojure,7
xml,lod,7
xml,lyrics,8
xml,eaf,13
xml,elan,13
xml,exb,13
xml,exmaralda,13
xml,praat,13
xml,saxon,13
xml,stylesheets,13
archaeological-science,archaeology,7
archaeological-science,archaeology,8
archaeological-science,british-museum,7
archaeological-science,museum-collections,7
archaeological-science,opensource,7
archaeological-science,php,7
archaeological-science,manuscripts,8
archaeological-science,coptic-studies,8
archaeological-science,egypt,8
archaeological-science,egyptology,8
archaeological-science,codicology,8
archaeology,british-museum,7
archaeology,museum-collections,7
archaeology,opensource,7
archaeology,php,7
archaeology,cidoc-crm,6
archaeology,gis,6
archaeology,gis,10
archaeology,gis,8
archaeology,leaflet,6
archaeology,openatlas,6
archaeology,manuscripts,10
archaeology,manuscripts,8
archaeology,manuscripts,8
archaeology,maxmsp,5
archaeology,new-media,5
archaeology,sonification,5
archaeology,mayan-language,6
archaeology,mayan-language,6
archaeology,mayan-calendar,6
archaeology,mayan-calendar,6
archaeology,mesoamerica,6
archaeology,mesoamerica,6
archaeology,mesoamerican,6
archaeology,mesoamerican,6
archaeology,coptic-studies,10
archaeology,coptic-studies,8
archaeology,coptic-studies,8
archaeology,egypt,10
archaeology,egypt,8
archaeology,egypt,8
archaeology,egyptology,8
archaeology,egyptology,8
archaeology,reactjs,10
archaeology,atlas,10
archaeology,bradypus,10
archaeology,codicology,8
archaeology,mapbox-gl-js,4
archaeology,gis-data,8
british-museum,museum-collections,7
british-museum,opensource,7
british-museum,php,7
museum-collections,opensource,7
museum-collections,php,7
opensource,php,7
opensource,research,7
opensource,hacktoberfest,7
opensource,musical,7
opensource,symfony,7
opensource,symfony5,7
php,audio,7
php,leaflet,6
php,indexing,4
php,lexicography,5
php,mysql,7
php,literary-audio,7
php,metadata-management,7
php,geolocation,6
php,sheets-api,6
php,processwire,5
php,processwire,4
php,processwire-modules,5
php,processwire-profile,4
historical-texts,named-entity-linking,4
historical-texts,named-entity-recognition,4
named-entity-linking,named-entity-recognition,4
named-entity-recognition,corpus,19
named-entity-recognition,linguistics,19
named-entity-recognition,beginners,11
named-entity-recognition,cambridge-uni,11
named-entity-recognition,intermediate,11
named-entity-recognition,spacy2,11
named-entity-recognition,teaching,11
named-entity-recognition,text-mining,11
named-entity-recognition,nlp,7
named-entity-recognition,digital,7
named-entity-recognition,jupyter-notebook,5
named-entity-recognition,nlp-machine-learning,7
named-entity-recognition,classics,19
named-entity-recognition,geographic-information-retrieval,5
named-entity-recognition,toponym-resolution,5
named-entity-recognition,adventure,19
named-entity-recognition,coreference,19
named-entity-recognition,docker,19
named-entity-recognition,ebooks,19
named-entity-recognition,gutenberg-ebooks,19
named-entity-recognition,literature-mining,19
named-entity-recognition,named-entities,19
named-entity-recognition,narrative,19
named-entity-recognition,parser,19
named-entity-recognition,parsey-mcparseface,19
named-entity-recognition,person-narratives,19
named-entity-recognition,syntaxnet,19
named-entity-recognition,spacy-nlp,7
named-entity-recognition,word-embeddings,7
named-entity-recognition,pronoun-distribution,4
named-entity-recognition,pythonista-ios,4
named-entity-recognition,flair,7
named-entity-recognition,old-japanese-documents,7
named-entity-recognition,historical,7
named-entity-recognition,nltk-python,7
bechdel,bechdel-test,18
bechdel,enzyme,18
bechdel,express,18
bechdel,females,18
bechdel,feminism,18
bechdel,film,18
bechdel,film-analysis,18
bechdel,free-movie-scripts,18
bechdel,jest,18
bechdel,mongodb,18
bechdel,mongoose,18
bechdel,movie-scripts,18
bechdel,react,18
bechdel,script-fu,18
bechdel,supertest,18
bechdel,women,18
bechdel-test,enzyme,18
bechdel-test,express,18
bechdel-test,females,18
bechdel-test,feminism,18
bechdel-test,film,18
bechdel-test,film-analysis,18
bechdel-test,free-movie-scripts,18
bechdel-test,jest,18
bechdel-test,mongodb,18
bechdel-test,mongoose,18
bechdel-test,movie-scripts,18
bechdel-test,react,18
bechdel-test,script-fu,18
bechdel-test,supertest,18
bechdel-test,women,18
enzyme,express,18
enzyme,females,18
enzyme,feminism,18
enzyme,film,18
enzyme,film-analysis,18
enzyme,free-movie-scripts,18
enzyme,jest,18
enzyme,mongodb,18
enzyme,mongoose,18
enzyme,movie-scripts,18
enzyme,react,18
enzyme,script-fu,18
enzyme,supertest,18
enzyme,women,18
express,females,18
express,feminism,18
express,film,18
express,film-analysis,18
express,free-movie-scripts,18
express,jest,18
express,mongodb,18
express,mongoose,18
express,movie-scripts,18
express,react,18
express,script-fu,18
express,supertest,18
express,women,18
express,aws-s3,7
express,google-maps,7
express,handlebars,7
express,mysql,7
express,node-js,7
females,feminism,18
females,film,18
females,film-analysis,18
females,free-movie-scripts,18
females,jest,18
females,mongodb,18
females,mongoose,18
females,movie-scripts,18
females,react,18
females,script-fu,18
females,supertest,18
females,women,18
feminism,film,18
feminism,film-analysis,18
feminism,free-movie-scripts,18
feminism,jest,18
feminism,mongodb,18
feminism,mongoose,18
feminism,movie-scripts,18
feminism,react,18
feminism,script-fu,18
feminism,supertest,18
feminism,women,18
film,film-analysis,18
film,free-movie-scripts,18
film,jest,18
film,mongodb,18
film,mongoose,18
film,movie-scripts,18
film,react,18
film,script-fu,18
film,supertest,18
film,women,18
film,shiny,7
film,cinemetrics,7
film,computational-film-analysis,7
film,movie,7
film-analysis,free-movie-scripts,18
film-analysis,jest,18
film-analysis,mongodb,18
film-analysis,mongoose,18
film-analysis,movie-scripts,18
film-analysis,react,18
film-analysis,script-fu,18
film-analysis,supertest,18
film-analysis,women,18
free-movie-scripts,jest,18
free-movie-scripts,mongodb,18
free-movie-scripts,mongoose,18
free-movie-scripts,movie-scripts,18
free-movie-scripts,react,18
free-movie-scripts,script-fu,18
free-movie-scripts,supertest,18
free-movie-scripts,women,18
jest,mongodb,18
jest,mongoose,18
jest,movie-scripts,18
jest,react,18
jest,script-fu,18
jest,supertest,18
jest,women,18
mongodb,mongoose,18
mongodb,movie-scripts,18
mongodb,react,18
mongodb,script-fu,18
mongodb,supertest,18
mongodb,women,18
mongoose,movie-scripts,18
mongoose,react,18
mongoose,script-fu,18
mongoose,supertest,18
mongoose,women,18
movie-scripts,react,18
movie-scripts,script-fu,18
movie-scripts,supertest,18
movie-scripts,women,18
react,script-fu,18
react,supertest,18
react,women,18
react,qualitative-analysis,13
react,text-mining,5
react,audio,13
react,caqdas,13
react,electron,13
react,pouchdb,13
react,redux,13
react,rich-media,13
react,tagging,13
react,transcription,13
react,video,13
react,video,6
react,classics,11
react,latin,11
react,rose-hobart,6
react,video-player,6
react,webgl,6
react,learning,11
react,cheeky,11
react,cscl,11
react,educational,11
react,edutainment,11
react,game,11
react,personal-project,11
react,painting,4
script-fu,supertest,18
script-fu,women,18
supertest,women,18
art-history,digital-asset-management,5
art-history,graph-database,5
art-history,research,5
art-history,thesaurus,9
art-history,rdf,8
art-history,bibliotheca-hertziana,6
art-history,max-planck-institute,6
art-history,photography,6
art-history,golden-age,8
art-history,golden-agents,8
art-history,architecture,9
art-history,controlled-vocabularies,9
art-history,thesaurus-data,9
art-history,ulan,9
art-history,vocabularies,9
art-history,vocabulary,9
art-history,reconciliation,8
art-history,rkd,8
digital-asset-management,graph-database,5
digital-asset-management,research,5
graph-database,research,5
graph-database,archeology,9
graph-database,heritage,9
graph-database,nosql-database,9
graph-database,ontology,9
graph-database,openapi,9
graph-database,oral-histories,9
graph-database,thesaurus,9
graph-database,neo4j,7
graph-database,gazetteer,7
graph-database,gazetteer,8
graph-database,calendar-dates,7
graph-database,calendar-dates,8
graph-database,flask,7
graph-database,neo4j-database,8
graph-database,openrefine,8
research,hacktoberfest,7
research,ember,5
research,geospatial,5
research,research-data-management,5
research,web-archiving,3
research,musical,7
research,symfony,7
research,symfony5,7
annotator,dissertation,6
alignment,bioinformatics,6
alignment,gotoh-algorithm,6
alignment,needleman-wunsch-algorithm,6
alignment,smith-waterman-algorithm,6
bioinformatics,gotoh-algorithm,6
bioinformatics,needleman-wunsch-algorithm,6
bioinformatics,smith-waterman-algorithm,6
gotoh-algorithm,needleman-wunsch-algorithm,6
gotoh-algorithm,smith-waterman-algorithm,6
needleman-wunsch-algorithm,smith-waterman-algorithm,6
knowledge-management,qualitative-analysis,3
qualitative-analysis,corpus,10
qualitative-analysis,electron-app,10
qualitative-analysis,exif,10
qualitative-analysis,expressjs,10
qualitative-analysis,mxgraph,10
qualitative-analysis,neo4j,10
qualitative-analysis,quantitative-analysis,10
qualitative-analysis,audio,13
qualitative-analysis,caqdas,13
qualitative-analysis,electron,13
qualitative-analysis,pouchdb,13
qualitative-analysis,redux,13
qualitative-analysis,rich-media,13
qualitative-analysis,tagging,13
qualitative-analysis,transcription,13
qualitative-analysis,video,13
qualitative-analysis,computational-sociology,8
qualitative-analysis,digital-sociology,8
qualitative-analysis,qualitative-data-analysis,8
qualitative-analysis,qualitative-research,8
qualitative-analysis,web-scraper,8
qualitative-analysis,youtube-api-v3,3
edition,exist-db,7
edition,expath,7
edition,xquery,7
edition,xslt,7
edition,xslt,6
edition,digital-music-edition,6
edition,ancient-texts,10
edition,epigraphy,10
edition,textual-scholarship,6
edition,flask,10
edition,ancient-latin,10
edition,latin,10
edition,angular,6
edition,anton-webern,6
edition,digital-musicology,6
edition,tei-publisher,4
edition,solr,10
edition,latex,6
exist-db,expath,7
exist-db,xquery,7
exist-db,xquery,8
exist-db,xquery,6
exist-db,xslt,7
exist-db,xslt,8
exist-db,xslt,6
exist-db,diva,8
exist-db,iip,8
expath,xquery,7
expath,xslt,7
xquery,xslt,7
xquery,xslt,8
xquery,xslt,13
xquery,xslt,12
xquery,xslt,6
xquery,epigraphy,12
xquery,css,13
xquery,html,13
xquery,diva,8
xquery,iip,8
xquery,banksy,13
xquery,gallery,13
xquery,graffiti,13
xquery,kml,13
xquery,street-art,13
xquery,epidoc,12
xquery,latin,6
xquery,blog,6
xquery,greek,6
xquery,learning,12
xquery,learning-resources,12
xquery,epidoc-xml-markup,12
xquery,tei-markup,12
xquery,xpath,12
xslt,epigraphy,12
xslt,cmi-format,8
xslt,correspondence,8
xslt,csv-parser,8
xslt,newspapers,13
xslt,css,13
xslt,css,13
xslt,css,16
xslt,html,13
xslt,html,13
xslt,html,16
xslt,textual-scholarship,6
xslt,diva,8
xslt,iip,8
xslt,banksy,13
xslt,gallery,13
xslt,graffiti,13
xslt,kml,13
xslt,street-art,13
xslt,twitter,7
xslt,epidoc,12
xslt,chicago,13
xslt,chicago-times,13
xslt,nell-nelson,13
xslt,newspaper,13
xslt,restoration,13
xslt,series,13
xslt,learning,12
xslt,learning-resources,12
xslt,epidoc-xml-markup,12
xslt,tei-markup,12
xslt,xpath,12
xslt,xpath,16
xslt,latex,6
xslt,codifica-di-testi,16
xslt,dtd,16
xslt,esercizi,16
xslt,html-css-javascript,16
xslt,html-css-javascript,6
xslt,jquery-plugin,16
xslt,maphilight,16
xslt,text-encoding,16
xslt,text-encoding,6
xslt,data-mining-python,7
xslt,pandas-dataframe,7
xslt,twitter-api-v2,7
xslt,digitalization,6
xslt,tei-files,13
xslt,eaf,13
xslt,elan,13
xslt,exb,13
xslt,exmaralda,13
xslt,praat,13
xslt,saxon,13
xslt,stylesheets,13
angular-apps,customizable,10
angular-apps,data-analysis,10
angular-apps,e-science,10
angular-apps,geographical-information-system,10
angular-apps,research-tool,10
angular-apps,responsive,10
angular-apps,spatial-data,10
angular-apps,web-gis,10
customizable,data-analysis,10
customizable,e-science,10
customizable,geographical-information-system,10
customizable,research-tool,10
customizable,responsive,10
customizable,spatial-data,10
customizable,web-gis,10
data-analysis,e-science,10
data-analysis,geographical-information-system,10
data-analysis,research-tool,10
data-analysis,responsive,10
data-analysis,spatial-data,10
data-analysis,web-gis,10
data-analysis,linguistics,13
data-analysis,nltk,8
data-analysis,nlp,8
data-analysis,digital,8
data-analysis,primary-sources,8
data-analysis,time,8
data-analysis,jupyter-notebook,18
data-analysis,ancient-texts,15
data-analysis,gis,13
data-analysis,library,6
data-analysis,digital-scholarship,13
data-analysis,digital-scholarship,15
data-analysis,digital-scholarship,9
data-analysis,latin,15
data-analysis,text-processing,8
data-analysis,mets,6
data-analysis,mods,6
data-analysis,qurator,6
data-analysis,news,6
data-analysis,anglo-saxon,18
data-analysis,asc-database,18
data-analysis,beautifulsoup,18
data-analysis,beautifulsoup4,18
data-analysis,binder,18
data-analysis,medieval,18
data-analysis,paleography,18
data-analysis,prosopography,18
data-analysis,webscraping,18
data-analysis,topic-models,13
data-analysis,ancient-history,15
data-analysis,exploratory-data-analysis,6
data-analysis,media,6
data-analysis,ancient-greek,15
data-analysis,ancient-languages,15
data-analysis,mediterranean,15
data-analysis,religious-studies,15
e-science,geographical-information-system,10
e-science,research-tool,10
e-science,responsive,10
e-science,spatial-data,10
e-science,web-gis,10
geographical-information-system,research-tool,10
geographical-information-system,responsive,10
geographical-information-system,spatial-data,10
geographical-information-system,web-gis,10
research-tool,responsive,10
research-tool,spatial-data,10
research-tool,web-gis,10
research-tool,research-project,5
research-tool,information-retrieval,3
research-tool,code4lib,5
research-tool,runology,5
responsive,spatial-data,10
responsive,web-gis,10
spatial-data,web-gis,10
automation,github-actions,10
automation,github-pages,10
automation,heritage-science,10
automation,json-files,10
automation,mermaid,10
automation,virtual-research-environment,10
automation,vre,10
github-actions,github-pages,10
github-actions,heritage-science,10
github-actions,json-files,10
github-actions,mermaid,10
github-actions,virtual-research-environment,10
github-actions,vre,10
github-pages,heritage-science,10
github-pages,json-files,10
github-pages,mermaid,10
github-pages,virtual-research-environment,10
github-pages,vre,10
github-pages,blogs-app,5
github-pages,critical-review,5
github-pages,research-blog,5
heritage-science,json-files,10
heritage-science,mermaid,10
heritage-science,virtual-research-environment,10
heritage-science,vre,10
json-files,mermaid,10
json-files,virtual-research-environment,10
json-files,vre,10
mermaid,virtual-research-environment,10
mermaid,vre,10
virtual-research-environment,vre,10
concordance,exegesis,7
concordance,multilingual,7
concordance,participation,7
concordance,translation,7
exegesis,multilingual,7
exegesis,participation,7
exegesis,translation,7
multilingual,participation,7
multilingual,translation,7
participation,translation,7
translation,language,4
translation,nlp,4
translation,transcription,6
translation,distant-reading,6
translation,medieval-manuscripts,6
translation,conversion,6
translation,phonetics,6
translation,symbols,6
translation,utf-8,6
translation,folk-poetry,5
translation,italy,5
translation,linguistic-analysis,6
translation,web-api,6
digital-garden,diy,7
digital-garden,guide,7
digital-garden,knowledge-sharing,7
digital-garden,wiki,7
diy,guide,7
diy,knowledge-sharing,7
diy,wiki,7
guide,knowledge-sharing,7
guide,wiki,7
knowledge-sharing,wiki,7
applied-data-analysis,dhoxss,5
corpus,french,8
corpus,portuguese,8
corpus,spanish,8
corpus,text-collection,8
corpus,text-collection,10
corpus,text-collection,10
corpus,corpora,13
corpus,corpora,15
corpus,corpora,7
corpus,digital-linguistics,13
corpus,digital-linguistics,15
corpus,dlx,13
corpus,dlx,15
corpus,language,13
corpus,language,15
corpus,languages,15
corpus,linguistics,19
corpus,linguistics,13
corpus,linguistics,15
corpus,linguistics,7
corpus,linguistics,17
corpus,metadata,16
corpus,ocr,14
corpus,nlp,6
corpus,nlp,14
corpus,electron-app,10
corpus,exif,10
corpus,expressjs,10
corpus,mxgraph,10
corpus,neo4j,10
corpus,quantitative-analysis,10
corpus,transcription,13
corpus,drama,6
corpus,drama,6
corpus,drama,16
corpus,dramatic-texts,6
corpus,dramatic-texts,6
corpus,annotation,7
corpus,fragments,7
corpus,highlight,7
corpus,protocol,7
corpus,viewpoint,7
corpus,jupyter-notebook,6
corpus,rdfa,10
corpus,rdfa,10
corpus,sonnet,10
corpus,sonnet,10
corpus,website,3
corpus,classics,19
corpus,adventure,19
corpus,coreference,19
corpus,docker,19
corpus,ebooks,19
corpus,gutenberg-ebooks,19
corpus,literature-mining,19
corpus,named-entities,19
corpus,narrative,19
corpus,narrative,16
corpus,parser,19
corpus,parsey-mcparseface,19
corpus,person-narratives,19
corpus,syntaxnet,19
corpus,language-documentation,15
corpus,language-documentation,7
corpus,documentary-linguistics,15
corpus,documentary-linguistics,7
corpus,narratology,4
corpus,shared-task,4
corpus,cltk,6
corpus,lemmatizer,6
corpus,science,16
corpus,tesseract-ocr,14
corpus,corpus-data,13
corpus,data-format,13
corpus,discourse,13
corpus,functionalism,13
corpus,descriptive-linguistics,15
corpus,language-description,15
corpus,lexicography,15
corpus,lexicon,15
corpus,phonetics,17
corpus,converter,17
corpus,grammar,17
corpus,international-phonetic-alphabet,17
corpus,ipa,17
corpus,kiel,17
corpus,kiel-corpus,17
corpus,prolab,17
corpus,sablecc,17
corpus,tei-files,17
corpus,xsampa,17
corpus,essay,16
corpus,fable,16
corpus,fairy-tale,16
corpus,libretro,16
corpus,lyric,16
corpus,novel,16
corpus,prose,16
corpus,saga,16
corpus,britain,14
corpus,british-empire,14
corpus,history-of-finance,14
corpus,lloyds-of-london,14
corpus,lloyds-register,14
corpus,nautical,14
corpus,table-ocr,14
french,portuguese,8
french,spanish,8
french,text-collection,8
french,transcription,9
french,manuscripts,9
french,music,9
french,medieval,9
french,manuscript,9
french,mirador,9
portuguese,spanish,8
portuguese,text-collection,8
spanish,text-collection,8
spanish,19th-century,12
spanish,mayan-language,4
spanish,mayan-language,5
spanish,mesoamerica,5
spanish,argentina,12
spanish,cuba,12
spanish,genre,12
spanish,linguistic-annotation,12
spanish,mexico,12
spanish,novels,12
spanish,text-corpus,12
text-collection,rdfa,10
text-collection,rdfa,10
text-collection,sonnet,10
text-collection,sonnet,10
archeology,heritage,9
archeology,nosql-database,9
archeology,ontology,9
archeology,openapi,9
archeology,oral-histories,9
archeology,thesaurus,9
heritage,nosql-database,9
heritage,ontology,9
heritage,openapi,9
heritage,oral-histories,9
heritage,thesaurus,9
heritage,gamification,4
heritage,stained-glass-windows,4
nosql-database,ontology,9
nosql-database,openapi,9
nosql-database,oral-histories,9
nosql-database,thesaurus,9
ontology,openapi,9
ontology,oral-histories,9
ontology,thesaurus,9
ontology,rdf,7
ontology,manuscripts,10
ontology,military,7
ontology,owl,7
ontology,knowledge-engineering,10
ontology,medieval-manuscripts,10
ontology,medieval-manuscripts-ontology,10
ontology,memo,10
ontology,ontology-development,10
ontology,progetto-irnerio,10
ontology,samod,10
openapi,oral-histories,9
openapi,thesaurus,9
oral-histories,thesaurus,9
thesaurus,architecture,9
thesaurus,controlled-vocabularies,9
thesaurus,thesaurus-data,9
thesaurus,ulan,9
thesaurus,vocabularies,9
thesaurus,vocabulary,9
corpora,daffodil,14
corpora,digital-linguistics,14
corpora,digital-linguistics,8
corpora,digital-linguistics,13
corpora,digital-linguistics,15
corpora,dlx,14
corpora,dlx,8
corpora,dlx,13
corpora,dlx,15
corpora,dlx-format,14
corpora,json-schema,14
corpora,language,14
corpora,language,13
corpora,language,15
corpora,languages,14
corpora,languages,15
corpora,linguistics,14
corpora,linguistics,8
corpora,linguistics,13
corpora,linguistics,15
corpora,linguistics,7
corpora,natural-language,14
corpora,schema,14
corpora,transcription,13
corpora,stylometry,6
corpora,language-documentation,8
corpora,language-documentation,15
corpora,language-documentation,7
corpora,transliteration,8
corpora,documentary-linguistics,15
corpora,documentary-linguistics,7
corpora,corpus-data,13
corpora,data-format,13
corpora,discourse,13
corpora,functionalism,13
corpora,descriptive-linguistics,15
corpora,language-description,15
corpora,lexicography,15
corpora,lexicon,15
corpora,moore,6
daffodil,digital-linguistics,14
daffodil,dlx,14
daffodil,dlx-format,14
daffodil,json-schema,14
daffodil,language,14
daffodil,languages,14
daffodil,linguistics,14
daffodil,natural-language,14
daffodil,schema,14
digital-linguistics,dlx,14
digital-linguistics,dlx,8
digital-linguistics,dlx,10
digital-linguistics,dlx,8
digital-linguistics,dlx,5
digital-linguistics,dlx,8
digital-linguistics,dlx,13
digital-linguistics,dlx,7
digital-linguistics,dlx,5
digital-linguistics,dlx,15
digital-linguistics,dlx,5
digital-linguistics,dlx,8
digital-linguistics,dlx-format,14
digital-linguistics,json-schema,14
digital-linguistics,language,14
digital-linguistics,language,10
digital-linguistics,language,8
digital-linguistics,language,13
digital-linguistics,language,5
digital-linguistics,language,15
digital-linguistics,language,5
digital-linguistics,languages,14
digital-linguistics,languages,15
digital-linguistics,linguistics,14
digital-linguistics,linguistics,8
digital-linguistics,linguistics,10
digital-linguistics,linguistics,8
digital-linguistics,linguistics,5
digital-linguistics,linguistics,8
digital-linguistics,linguistics,13
digital-linguistics,linguistics,7
digital-linguistics,linguistics,5
digital-linguistics,linguistics,15
digital-linguistics,linguistics,5
digital-linguistics,natural-language,14
digital-linguistics,schema,14
digital-linguistics,transcription,13
digital-linguistics,language-documentation,8
digital-linguistics,language-documentation,10
digital-linguistics,language-documentation,8
digital-linguistics,language-documentation,7
digital-linguistics,language-documentation,15
digital-linguistics,transliteration,8
digital-linguistics,transliteration,5
digital-linguistics,documentary-linguistics,10
digital-linguistics,documentary-linguistics,8
digital-linguistics,documentary-linguistics,7
digital-linguistics,documentary-linguistics,15
digital-linguistics,glosses,10
digital-linguistics,scription,10
digital-linguistics,scription,8
digital-linguistics,scription-files,10
digital-linguistics,glossing,8
digital-linguistics,interlinear,8
digital-linguistics,interlinear-gloss,8
digital-linguistics,corpus-data,13
digital-linguistics,data-format,13
digital-linguistics,discourse,13
digital-linguistics,functionalism,13
digital-linguistics,computational-linguistics,7
digital-linguistics,descriptive-linguistics,15
digital-linguistics,language-description,15
digital-linguistics,lexicography,15
digital-linguistics,lexicon,15
digital-linguistics,dlx-api,8
digital-linguistics,dlx-database,8
digital-linguistics,documentation,8
digital-linguistics,json-data,8
dlx,dlx-format,14
dlx,json-schema,14
dlx,language,14
dlx,language,10
dlx,language,8
dlx,language,13
dlx,language,5
dlx,language,15
dlx,language,5
dlx,languages,14
dlx,languages,15
dlx,linguistics,14
dlx,linguistics,8
dlx,linguistics,10
dlx,linguistics,8
dlx,linguistics,5
dlx,linguistics,8
dlx,linguistics,13
dlx,linguistics,7
dlx,linguistics,5
dlx,linguistics,15
dlx,linguistics,5
dlx,natural-language,14
dlx,schema,14
dlx,transcription,13
dlx,language-documentation,8
dlx,language-documentation,10
dlx,language-documentation,8
dlx,language-documentation,7
dlx,language-documentation,15
dlx,transliteration,8
dlx,transliteration,5
dlx,documentary-linguistics,10
dlx,documentary-linguistics,8
dlx,documentary-linguistics,7
dlx,documentary-linguistics,15
dlx,glosses,10
dlx,scription,10
dlx,scription,8
dlx,scription-files,10
dlx,glossing,8
dlx,interlinear,8
dlx,interlinear-gloss,8
dlx,corpus-data,13
dlx,data-format,13
dlx,discourse,13
dlx,functionalism,13
dlx,computational-linguistics,7
dlx,descriptive-linguistics,15
dlx,language-description,15
dlx,lexicography,15
dlx,lexicon,15
dlx,dlx-api,8
dlx,dlx-database,8
dlx,documentation,8
dlx,json-data,8
dlx-format,json-schema,14
dlx-format,language,14
dlx-format,languages,14
dlx-format,linguistics,14
dlx-format,natural-language,14
dlx-format,schema,14
json-schema,language,14
json-schema,languages,14
json-schema,linguistics,14
json-schema,natural-language,14
json-schema,schema,14
json-schema,jupyter-notebook,7
json-schema,historical-newspapers,3
json-schema,pandas-dataframe,7
json-schema,ipython,7
json-schema,relational-model,7
language,languages,14
language,languages,15
language,linguistics,14
language,linguistics,10
language,linguistics,8
language,linguistics,13
language,linguistics,5
language,linguistics,15
